股票代码,股票简称,公告ID,公告标题,公告时间,时间戳,PDF链接,PDF大小(KB),板块,公告类型代码,orgId
600900,长江电力,1213270598,长江电力2021年年度报告摘要,2022-04-30,1651248000000,https://static.cninfo.com.cn/finalpage/2022-04-30/1213270598.PDF,725,SHZB,01010503||010113||010301,gssh0600900
600900,长江电力,1209875205,长江电力2020年年度报告摘要,2021-04-30,1619712000000,https://static.cninfo.com.cn/finalpage/2021-04-30/1209875205.PDF,781,SHZB,010113||01010503||01030110,gssh0600900
600900,长江电力,1209875187,长江电力2020年年度报告,2021-04-30,1619712000000,https://static.cninfo.com.cn/finalpage/2021-04-30/1209875187.PDF,4002,SHZB,010113||01010503||01030101,gssh0600900
600900,长江电力,1207694386,2019年年度报告,2020-04-30,1588176000000,https://static.cninfo.com.cn/finalpage/2020-04-30/1207694386.PDF,3709,SHZB,01010503||010113||01030101,gssh0600900
600900,长江电力,1207694385,2019年年度报告摘要,2020-04-30,1588176000000,https://static.cninfo.com.cn/finalpage/2020-04-30/1207694385.PDF,646,SHZB,01010503||010113||01030110,gssh0600900
600900,长江电力,1206158867,2018年年度报告摘要,2019-04-30,1556553600000,https://static.cninfo.com.cn/finalpage/2019-04-30/1206158867.PDF,553,SHZB,01010501||010113||01030110,gssh0600900
600900,长江电力,1206158866,2018年年度报告,2019-04-30,1556553600000,https://static.cninfo.com.cn/finalpage/2019-04-30/1206158866.PDF,3124,SHZB,01010503||010113||01030101,gssh0600900
600900,长江电力,1204827397,2017年年度报告,2018-04-28,1524844800000,https://static.cninfo.com.cn/finalpage/2018-04-28/1204827397.PDF,2909,SHZB,01010503||010113||01030101,gssh0600900
600900,长江电力,1204827391,2017年年度报告摘要,2018-04-28,1524844800000,https://static.cninfo.com.cn/finalpage/2018-04-28/1204827391.PDF,554,SHZB,01010503||010113||01030110,gssh0600900
600900,长江电力,1203425603,2016年年度报告,2017-04-29,1493395200000,https://static.cninfo.com.cn/finalpage/2017-04-29/1203425603.PDF,3102,SHZB,01010501||010113||01030101,gssh0600900
600900,长江电力,1203425587,2016年年度报告摘要,2017-04-29,1493395200000,https://static.cninfo.com.cn/finalpage/2017-04-29/1203425587.PDF,621,SHZB,01010501||010113||01030110,gssh0600900
600900,长江电力,1202268862,2015年年度报告,2016-04-29,1461859200000,https://static.cninfo.com.cn/finalpage/2016-04-29/1202268862.PDF,3170,SHZB,01010501||010113||01030101,gssh0600900
600900,长江电力,1202268846,2015年年度报告摘要,2016-04-29,1461859200000,https://static.cninfo.com.cn/finalpage/2016-04-29/1202268846.PDF,484,SHZB,01010503||010113||01030110,gssh0600900
600900,长江电力,1200947329,2014年年度报告,2015-04-30,1430323200000,https://static.cninfo.com.cn/finalpage/2015-04-30/1200947329.PDF,3039,SHZB,01010501||010113||01030101,gssh0600900
600900,长江电力,1200947323,2014年年度报告摘要,2015-04-30,1430323200000,https://static.cninfo.com.cn/finalpage/2015-04-30/1200947323.PDF,482,SHZB,01010501||010113||01030110,gssh0600900
600900,长江电力,63954051,2013年年度报告,2014-04-30,1398787200000,https://static.cninfo.com.cn/finalpage/2014-04-30/63954051.PDF,5077,SHZB,01010501||010113||01030101,gssh0600900
600900,长江电力,63954046,2013年年度报告摘要,2014-04-30,1398787200000,https://static.cninfo.com.cn/finalpage/2014-04-30/63954046.PDF,303,SHZB,01010501||010113||01030110,gssh0600900
600900,长江电力,62439852,2012年年度报告摘要,2013-04-27,1366992000000,https://static.cninfo.com.cn/finalpage/2013-04-27/62439852.PDF,309,SHZB,01010501||010113||01030110,gssh0600900
600900,长江电力,62439851,2012年年度报告,2013-04-27,1366992000000,https://static.cninfo.com.cn/finalpage/2013-04-27/62439851.PDF,4691,SHZB,01010501||010113||01030101,gssh0600900
600900,长江电力,60923136,2011年年度报告摘要,2012-04-27,1335479400000,https://static.cninfo.com.cn/finalpage/2012-04-27/60923136.PDF,251,SHZB,01010501||010113||01030110,gssh0600900
600519,贵州茅台,1225114741,贵州茅台2025年年度报告,2026-04-17,1776355200000,https://static.cninfo.com.cn/finalpage/2026-04-17/1225114741.PDF,1058,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1225114733,贵州茅台2025年年度报告（英文版）,2026-04-17,1776355200000,https://static.cninfo.com.cn/finalpage/2026-04-17/1225114733.PDF,1602,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1225114731,贵州茅台2025年年度报告摘要,2026-04-17,1776355200000,https://static.cninfo.com.cn/finalpage/2026-04-17/1225114731.PDF,216,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1222993920,贵州茅台2024年年度报告,2025-04-03,1743609600000,https://static.cninfo.com.cn/finalpage/2025-04-03/1222993920.PDF,3542,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1222993912,贵州茅台2024年年度报告（英文版）,2025-04-03,1743609600000,https://static.cninfo.com.cn/finalpage/2025-04-03/1222993912.PDF,1459,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1222993909,贵州茅台2024年年度报告摘要,2025-04-03,1743609600000,https://static.cninfo.com.cn/finalpage/2025-04-03/1222993909.PDF,535,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1219506510,贵州茅台2023年年度报告,2024-04-03,1712073600000,https://static.cninfo.com.cn/finalpage/2024-04-03/1219506510.PDF,3481,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1219506504,贵州茅台2023年年度报告摘要,2024-04-03,1712073600000,https://static.cninfo.com.cn/finalpage/2024-04-03/1219506504.PDF,629,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1219506497,贵州茅台2023年年度报告（英文版）,2024-04-03,1712073600000,https://static.cninfo.com.cn/finalpage/2024-04-03/1219506497.PDF,3126,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1216281758,贵州茅台2022年年度报告（英文版）,2023-03-31,1680192000000,https://static.cninfo.com.cn/finalpage/2023-03-31/1216281758.PDF,3128,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1216281757,贵州茅台2022年年度报告,2023-03-31,1680192000000,https://static.cninfo.com.cn/finalpage/2023-03-31/1216281757.PDF,3244,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1216281752,贵州茅台2022年年度报告摘要,2023-03-31,1680192000000,https://static.cninfo.com.cn/finalpage/2023-03-31/1216281752.PDF,710,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1212755849,贵州茅台2021年年度报告,2022-03-31,1648656000000,https://static.cninfo.com.cn/finalpage/2022-03-31/1212755849.PDF,3273,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1212755845,贵州茅台2021年年度报告摘要,2022-03-31,1648656000000,https://static.cninfo.com.cn/finalpage/2022-03-31/1212755845.PDF,642,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1212755838,贵州茅台2021年年度报告（英文版）,2022-03-31,1648656000000,https://static.cninfo.com.cn/finalpage/2022-03-31/1212755838.PDF,2723,SHZB,01010503||010113||010301,gssh0600519
600519,贵州茅台,1209495421,贵州茅台2020年年度报告,2021-03-31,1617120000000,https://static.cninfo.com.cn/finalpage/2021-03-31/1209495421.PDF,3071,SHZB,010113||01010503||01030101,gssh0600519
600519,贵州茅台,1209495420,贵州茅台2020年年度报告摘要,2021-03-31,1617120000000,https://static.cninfo.com.cn/finalpage/2021-03-31/1209495420.PDF,697,SHZB,010113||01010503||01030110,gssh0600519
600519,贵州茅台,1207552562,2019年年度报告,2020-04-22,1587484800000,https://static.cninfo.com.cn/finalpage/2020-04-22/1207552562.PDF,2220,SHZB,01010503||010113||01030101,gssh0600519
600519,贵州茅台,1207552556,2019年年度报告摘要,2020-04-22,1587484800000,https://static.cninfo.com.cn/finalpage/2020-04-22/1207552556.PDF,446,SHZB,01010503||010113||01030110,gssh0600519
600519,贵州茅台,1205958206,2018年年度报告,2019-03-29,1553788800000,https://static.cninfo.com.cn/finalpage/2019-03-29/1205958206.PDF,2302,SHZB,01010501||010113||01030101,gssh0600519
600519,贵州茅台,1205958198,2018年年度报告摘要,2019-03-29,1553788800000,https://static.cninfo.com.cn/finalpage/2019-03-29/1205958198.PDF,403,SHZB,01010501||010113||01030110,gssh0600519
600519,贵州茅台,1204526780,2017年年度报告,2018-03-28,1522166400000,https://static.cninfo.com.cn/finalpage/2018-03-28/1204526780.PDF,2221,SHZB,01010503||010113||01030101,gssh0600519
600519,贵州茅台,1204526772,2017年年度报告摘要,2018-03-28,1522166400000,https://static.cninfo.com.cn/finalpage/2018-03-28/1204526772.PDF,326,SHZB,01010503||010113||01030110,gssh0600519
600519,贵州茅台,1203301659,2016年年度报告,2017-04-15,1492185600000,https://static.cninfo.com.cn/finalpage/2017-04-15/1203301659.PDF,2190,SHZB,01010503||010113||01030101,gssh0600519
600519,贵州茅台,1203301658,2016年年度报告摘要,2017-04-15,1492185600000,https://static.cninfo.com.cn/finalpage/2017-04-15/1203301658.PDF,324,SHZB,01010503||010113||01030110,gssh0600519
600519,贵州茅台,1202072290,2015年年度报告,2016-03-24,1458748800000,https://static.cninfo.com.cn/finalpage/2016-03-24/1202072290.PDF,2210,SHZB,01010503||010113||01030101,gssh0600519
600519,贵州茅台,1202072288,2015年年度报告摘要,2016-03-24,1458748800000,https://static.cninfo.com.cn/finalpage/2016-03-24/1202072288.PDF,410,SHZB,01010503||010113||01030110,gssh0600519
600519,贵州茅台,1200877315,2014年年度报告,2015-04-21,1429545600000,https://static.cninfo.com.cn/finalpage/2015-04-21/1200877315.PDF,2226,SHZB,01010503||010113||01030101,gssh0600519
600519,贵州茅台,1200877309,2014年年度报告摘要,2015-04-21,1429545600000,https://static.cninfo.com.cn/finalpage/2015-04-21/1200877309.PDF,416,SHZB,01010501||010113||01030110,gssh0600519
600519,贵州茅台,63720184,2013年年度报告,2014-03-25,1395676800000,https://static.cninfo.com.cn/finalpage/2014-03-25/63720184.PDF,1855,SHZB,01010501||010113||01030101,gssh0600519
600276,恒瑞医药,1225032585,恒瑞医药2025年年度报告,2026-03-26,1774454400000,https://static.cninfo.com.cn/finalpage/2026-03-26/1225032585.PDF,3377,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1225032582,恒瑞医药2025年年度报告摘要,2026-03-26,1774454400000,https://static.cninfo.com.cn/finalpage/2026-03-26/1225032582.PDF,610,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1222961969,恒瑞医药2024年年度报告摘要,2025-03-31,1743350400000,https://static.cninfo.com.cn/finalpage/2025-03-31/1222961969.PDF,2144,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1222961962,恒瑞医药2024年年度报告,2025-03-31,1743350400000,https://static.cninfo.com.cn/finalpage/2025-03-31/1222961962.PDF,7530,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1219650115,恒瑞医药2023年年度报告,2024-04-18,1713369600000,https://static.cninfo.com.cn/finalpage/2024-04-18/1219650115.PDF,5875,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1219650094,恒瑞医药2023年年度报告摘要,2024-04-18,1713369600000,https://static.cninfo.com.cn/finalpage/2024-04-18/1219650094.PDF,1451,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1216518776,恒瑞医药2022年年度报告,2023-04-22,1682092800000,https://static.cninfo.com.cn/finalpage/2023-04-22/1216518776.PDF,4971,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1216518769,恒瑞医药2022年年度报告摘要,2023-04-22,1682092800000,https://static.cninfo.com.cn/finalpage/2023-04-22/1216518769.PDF,1122,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1213053755,恒瑞医药2021年年度报告,2022-04-23,1650643200000,https://static.cninfo.com.cn/finalpage/2022-04-23/1213053755.PDF,4583,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1213053754,恒瑞医药2021年年度报告摘要,2022-04-23,1650643200000,https://static.cninfo.com.cn/finalpage/2022-04-23/1213053754.PDF,1593,SHZB,01010503||010113||010301,gssh0600276
600276,恒瑞医药,1209729223,恒瑞医药2020年年度报告,2021-04-20,1618848000000,https://static.cninfo.com.cn/finalpage/2021-04-20/1209729223.PDF,4422,SHZB,010113||01010503||01030101,gssh0600276
600276,恒瑞医药,1209729222,恒瑞医药2020年年度报告摘要,2021-04-20,1618848000000,https://static.cninfo.com.cn/finalpage/2021-04-20/1209729222.PDF,882,SHZB,010113||01010503||01030110,gssh0600276
600276,恒瑞医药,1207391538,2019年年度报告,2020-03-23,1584892800000,https://static.cninfo.com.cn/finalpage/2020-03-23/1207391538.PDF,2738,SHZB,010113||01030101||01010501,gssh0600276
600276,恒瑞医药,1207391533,2019年年度报告摘要,2020-03-23,1584892800000,https://static.cninfo.com.cn/finalpage/2020-03-23/1207391533.PDF,633,SHZB,010113||01030110||01010501,gssh0600276
600276,恒瑞医药,1205836501,2018年年度报告,2019-02-16,1550246400000,https://static.cninfo.com.cn/finalpage/2019-02-16/1205836501.PDF,2438,SHZB,01010503||010113||01030101,gssh0600276
600276,恒瑞医药,1205836487,2018年年度报告摘要,2019-02-16,1550246400000,https://static.cninfo.com.cn/finalpage/2019-02-16/1205836487.PDF,433,SHZB,01010503||010113||01030110,gssh0600276
600276,恒瑞医药,1204628870,2017年年度报告摘要,2018-04-16,1523808000000,https://static.cninfo.com.cn/finalpage/2018-04-16/1204628870.PDF,474,SHZB,01010503||010113||01030110,gssh0600276
600276,恒瑞医药,1204628853,2017年年度报告,2018-04-16,1523808000000,https://static.cninfo.com.cn/finalpage/2018-04-16/1204628853.PDF,2336,SHZB,01010501||010113||01030101,gssh0600276
600276,恒瑞医药,1203150343,2016年年度报告,2017-03-11,1489161600000,https://static.cninfo.com.cn/finalpage/2017-03-11/1203150343.PDF,2667,SHZB,01010503||010113||01030101,gssh0600276
600276,恒瑞医药,1203150335,2016年年度报告摘要,2017-03-11,1489161600000,https://static.cninfo.com.cn/finalpage/2017-03-11/1203150335.PDF,412,SHZB,01010503||010113||01030110,gssh0600276
600276,恒瑞医药,1202169974,2015年年度报告,2016-04-13,1460476800000,https://static.cninfo.com.cn/finalpage/2016-04-13/1202169974.PDF,2622,SHZB,01010501||010113||01030101,gssh0600276
600276,恒瑞医药,1202169958,2015年年度报告摘要,2016-04-13,1460476800000,https://static.cninfo.com.cn/finalpage/2016-04-13/1202169958.PDF,439,SHZB,01010501||010113||01030110,gssh0600276
600276,恒瑞医药,1200767411,2014年年度报告,2015-03-31,1427731200000,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767411.PDF,2144,SHZB,01010501||010113||01030101,gssh0600276
600276,恒瑞医药,1200767406,2014年年度报告摘要,2015-03-31,1427731200000,https://static.cninfo.com.cn/finalpage/2015-03-31/1200767406.PDF,621,SHZB,01010501||010113||01030110,gssh0600276
600276,恒瑞医药,63808458,2013年年度报告,2014-04-09,1396972800000,https://static.cninfo.com.cn/finalpage/2014-04-09/63808458.PDF,1728,SHZB,01010501||010113||01030101,gssh0600276
600276,恒瑞医药,63808450,2013年年度报告摘要,2014-04-09,1396972800000,https://static.cninfo.com.cn/finalpage/2014-04-09/63808450.PDF,370,SHZB,01010501||010113||01030110,gssh0600276
600276,恒瑞医药,62313958,2012年年度报告摘要,2013-04-02,1364832000000,https://static.cninfo.com.cn/finalpage/2013-04-02/62313958.PDF,537,SHZB,01010501||010113||01030110,gssh0600276
600276,恒瑞医药,62313957,2012年年度报告,2013-04-02,1364832000000,https://static.cninfo.com.cn/finalpage/2013-04-02/62313957.PDF,1852,SHZB,01010501||010113||01030101,gssh0600276
600276,恒瑞医药,60693878,2011年年度报告摘要,2012-03-20,1332196200000,https://static.cninfo.com.cn/finalpage/2012-03-20/60693878.PDF,203,SHZB,01010501||010113||01030110,gssh0600276
600276,恒瑞医药,60693877,2011年年度报告,2012-03-20,1332196200000,https://static.cninfo.com.cn/finalpage/2012-03-20/60693877.PDF,617,SHZB,01010501||010113||01030101,gssh0600276
600036,招商银行,1225047778,招商银行股份有限公司2025年度报告摘要,2026-03-28,1774627200000,https://static.cninfo.com.cn/finalpage/2026-03-28/1225047778.PDF,376,SHZB,01010501||010113||010301,gssh0600036
600036,招商银行,1225047590,招商银行股份有限公司2025年度报告,2026-03-28,1774627200000,https://static.cninfo.com.cn/finalpage/2026-03-28/1225047590.PDF,31331,SHZB,01010501||010113||010301,gssh0600036
600036,招商银行,1222895154,招商银行股份有限公司2024年度报告,2025-03-26,1742918400000,https://static.cninfo.com.cn/finalpage/2025-03-26/1222895154.PDF,6070,SHZB,01010501||010113||010301,gssh0600036
600036,招商银行,1222895153,招商银行股份有限公司2024年度报告摘要,2025-03-26,1742918400000,https://static.cninfo.com.cn/finalpage/2025-03-26/1222895153.PDF,869,SHZB,01010501||010113||010301,gssh0600036
600036,招商银行,1219403503,招商银行股份有限公司2023年度报告,2024-03-26,1711382400000,https://static.cninfo.com.cn/finalpage/2024-03-26/1219403503.PDF,5699,SHZB,01010501||010113||010301,gssh0600036
600036,招商银行,1219403501,招商银行股份有限公司2023年度报告摘要,2024-03-26,1711382400000,https://static.cninfo.com.cn/finalpage/2024-03-26/1219403501.PDF,966,SHZB,01010503||010113||010301,gssh0600036
600036,招商银行,1216221326,招商银行股份有限公司2022年度报告,2023-03-25,1679673600000,https://static.cninfo.com.cn/finalpage/2023-03-25/1216221326.PDF,9734,SHZB,01010503||010113||010301,gssh0600036
600036,招商银行,1216221316,招商银行股份有限公司2022年度报告摘要,2023-03-25,1679673600000,https://static.cninfo.com.cn/finalpage/2023-03-25/1216221316.PDF,891,SHZB,01010503||010113||010301,gssh0600036
600036,招商银行,1212626208,招商银行股份有限公司2021年度报告,2022-03-19,1647619200000,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626208.PDF,3618,SHZB,01010503||010113||010301,gssh0600036
600036,招商银行,1212626207,招商银行股份有限公司2021年度报告摘要,2022-03-19,1647619200000,https://static.cninfo.com.cn/finalpage/2022-03-19/1212626207.PDF,835,SHZB,01010503||010113||010301,gssh0600036
600036,招商银行,1209418148,招商银行股份有限公司2020年度报告摘要,2021-03-20,1616169600000,https://static.cninfo.com.cn/finalpage/2021-03-20/1209418148.PDF,1020,SHZB,01010503||010113||01030110,gssh0600036
600036,招商银行,1209418141,招商银行股份有限公司2020年度报告,2021-03-20,1616169600000,https://static.cninfo.com.cn/finalpage/2021-03-20/1209418141.PDF,13539,SHZB,01010503||010113||01030101,gssh0600036
600036,招商银行,1207390601,2019年年度报告摘要,2020-03-21,1584720000000,https://static.cninfo.com.cn/finalpage/2020-03-21/1207390601.PDF,1009,SHZB,010113||01030110||01010501,gssh0600036
600036,招商银行,1207390595,2019年年度报告,2020-03-21,1584720000000,https://static.cninfo.com.cn/finalpage/2020-03-21/1207390595.PDF,4928,SHZB,010113||01030101||01010501,gssh0600036
600036,招商银行,1205932064,2018年年度报告,2019-03-23,1553270400000,https://static.cninfo.com.cn/finalpage/2019-03-23/1205932064.PDF,5786,SHZB,01010503||010113||01030101,gssh0600036
600036,招商银行,1205932058,2018年年度报告摘要,2019-03-23,1553270400000,https://static.cninfo.com.cn/finalpage/2019-03-23/1205932058.PDF,787,SHZB,01010503||010113||01030110,gssh0600036
600036,招商银行,1204512929,2017年年度报告,2018-03-24,1521820800000,https://static.cninfo.com.cn/finalpage/2018-03-24/1204512929.PDF,5090,SHZB,01010503||010113||01030101,gssh0600036
600036,招商银行,1204512927,2017年年度报告摘要,2018-03-24,1521820800000,https://static.cninfo.com.cn/finalpage/2018-03-24/1204512927.PDF,702,SHZB,01010503||010113||01030110,gssh0600036
600036,招商银行,1203196857,2016年年度报告,2017-03-25,1490371200000,https://static.cninfo.com.cn/finalpage/2017-03-25/1203196857.PDF,5008,SHZB,01010501||010113||01030101,gssh0600036
600036,招商银行,1203196839,2016年年度报告摘要,2017-03-25,1490371200000,https://static.cninfo.com.cn/finalpage/2017-03-25/1203196839.PDF,605,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,1202113645,2015年年度报告摘要,2016-03-31,1459353600000,https://static.cninfo.com.cn/finalpage/2016-03-31/1202113645.PDF,573,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,1202113640,2015年年度报告,2016-03-31,1459353600000,https://static.cninfo.com.cn/finalpage/2016-03-31/1202113640.PDF,2826,SHZB,01010501||010113||01030101,gssh0600036
600036,招商银行,1200715897,2014年年度报告,2015-03-19,1426694400000,https://static.cninfo.com.cn/finalpage/2015-03-19/1200715897.PDF,6777,SHZB,01010501||010113||01030101,gssh0600036
600036,招商银行,1200715891,2014年年度报告摘要,2015-03-19,1426694400000,https://static.cninfo.com.cn/finalpage/2015-03-19/1200715891.PDF,514,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,63753255,2013年年度报告,2014-03-29,1396022400000,https://static.cninfo.com.cn/finalpage/2014-03-29/63753255.PDF,2704,SHZB,01010501||010113||01030101,gssh0600036
600036,招商银行,63753252,2013年年度报告摘要,2014-03-29,1396022400000,https://static.cninfo.com.cn/finalpage/2014-03-29/63753252.PDF,482,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,62296709,2012年年度报告摘要,2013-03-29,1364486401000,https://static.cninfo.com.cn/finalpage/2013-03-29/62296709.PDF,470,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,62296708,2012年年度报告,2013-03-29,1364486401000,https://static.cninfo.com.cn/finalpage/2013-03-29/62296708.PDF,3027,SHZB,01010501||010113||01030101,gssh0600036
600036,招商银行,60750412,2011年年度报告摘要,2012-03-29,1332973800000,https://static.cninfo.com.cn/finalpage/2012-03-29/60750412.PDF,699,SHZB,01010501||010113||01030110,gssh0600036
600036,招商银行,60750411,2011年年度报告,2012-03-29,1332973800000,https://static.cninfo.com.cn/finalpage/2012-03-29/60750411.PDF,2736,SHZB,01010501||010113||01030101,gssh0600036
600030,中信证券,1225036081,中信证券股份有限公司2025年年度报告,2026-03-27,1774540800000,https://static.cninfo.com.cn/finalpage/2026-03-27/1225036081.PDF,10192,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1225036048,中信证券股份有限公司2025年年度报告摘要,2026-03-27,1774540800000,https://static.cninfo.com.cn/finalpage/2026-03-27/1225036048.PDF,681,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1222912838,中信证券股份有限公司2024年年度报告,2025-03-27,1743004800000,https://static.cninfo.com.cn/finalpage/2025-03-27/1222912838.PDF,10730,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1222912831,中信证券股份有限公司2024年年度报告摘要,2025-03-27,1743004800000,https://static.cninfo.com.cn/finalpage/2025-03-27/1222912831.PDF,1189,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1219411927,中信证券股份有限公司2023年年度报告摘要,2024-03-27,1711468800000,https://static.cninfo.com.cn/finalpage/2024-03-27/1219411927.PDF,1240,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1219411922,中信证券股份有限公司2023年年度报告,2024-03-27,1711468800000,https://static.cninfo.com.cn/finalpage/2024-03-27/1219411922.PDF,11618,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1216282870,中信证券股份有限公司2022年年度报告,2023-03-31,1680192000000,https://static.cninfo.com.cn/finalpage/2023-03-31/1216282870.PDF,18998,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1216282854,中信证券股份有限公司2022年年度报告摘要,2023-03-31,1680192000000,https://static.cninfo.com.cn/finalpage/2023-03-31/1216282854.PDF,1308,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1212709862,中信证券股份有限公司2021年年度报告摘要,2022-03-29,1648483200000,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709862.PDF,1158,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1212709852,中信证券股份有限公司2021年年度报告,2022-03-29,1648483200000,https://static.cninfo.com.cn/finalpage/2022-03-29/1212709852.PDF,35075,SHZB,01010503||010113||010301,gssh0600030
600030,中信证券,1209411091,中信证券股份有限公司2020年年度报告,2021-03-19,1616083200000,https://static.cninfo.com.cn/finalpage/2021-03-19/1209411091.PDF,9888,SHZB,01010503||010113||01030101,gssh0600030
600030,中信证券,1209411081,中信证券股份有限公司2020年年度报告摘要,2021-03-19,1616083200000,https://static.cninfo.com.cn/finalpage/2021-03-19/1209411081.PDF,876,SHZB,01010503||010113||01030110,gssh0600030
600030,中信证券,1207386685,2019年年度报告摘要,2020-03-20,1584633600000,https://static.cninfo.com.cn/finalpage/2020-03-20/1207386685.PDF,555,SHZB,010113||01030110||01010501,gssh0600030
600030,中信证券,1207386678,2019年年度报告,2020-03-20,1584633600000,https://static.cninfo.com.cn/finalpage/2020-03-20/1207386678.PDF,5923,SHZB,010113||01030101||01010501,gssh0600030
600030,中信证券,1205924023,2018年年度报告,2019-03-22,1553184000000,https://static.cninfo.com.cn/finalpage/2019-03-22/1205924023.PDF,5538,SHZB,01010501||010113||01030101,gssh0600030
600030,中信证券,1205924015,2018年年度报告摘要,2019-03-22,1553184000000,https://static.cninfo.com.cn/finalpage/2019-03-22/1205924015.PDF,480,SHZB,01010501||010113||01030110,gssh0600030
600030,中信证券,1204507098,2017年年度报告,2018-03-23,1521734400000,https://static.cninfo.com.cn/finalpage/2018-03-23/1204507098.PDF,1414,SHZB,01010503||010113||01030101,gssh0600030
600030,中信证券,1204507097,2017年年度报告摘要,2018-03-23,1521734400000,https://static.cninfo.com.cn/finalpage/2018-03-23/1204507097.PDF,422,SHZB,01010503||010113||01030110,gssh0600030
600030,中信证券,1203187590,2016年年度报告,2017-03-23,1490198400000,https://static.cninfo.com.cn/finalpage/2017-03-23/1203187590.PDF,4558,SHZB,01010501||010113||01030101,gssh0600030
600030,中信证券,1203187588,2016年年度报告摘要,2017-03-23,1490198400000,https://static.cninfo.com.cn/finalpage/2017-03-23/1203187588.PDF,441,SHZB,01010501||010113||01030110,gssh0600030
600030,中信证券,1202072031,2015年年度报告,2016-03-24,1458748800000,https://static.cninfo.com.cn/finalpage/2016-03-24/1202072031.PDF,4706,SHZB,01010503||010113||01030101,gssh0600030
600030,中信证券,1202072023,2015年年度报告摘要,2016-03-24,1458748800000,https://static.cninfo.com.cn/finalpage/2016-03-24/1202072023.PDF,416,SHZB,01010503||010113||01030110,gssh0600030
600030,中信证券,1200733000,2014年年度报告,2015-03-24,1427126400000,https://static.cninfo.com.cn/finalpage/2015-03-24/1200733000.PDF,4453,SHZB,010113||01030101||01010501,gssh0600030
600030,中信证券,1200732927,2014年年度报告摘要,2015-03-24,1427126400000,https://static.cninfo.com.cn/finalpage/2015-03-24/1200732927.PDF,355,SHZB,01010501||010113||01030110,gssh0600030
600030,中信证券,63741093,2013年年度报告,2014-03-28,1395936000000,https://static.cninfo.com.cn/finalpage/2014-03-28/63741093.PDF,3577,SHZB,01010501||010113||01030101,gssh0600030
600030,中信证券,63741084,2013年年度报告摘要,2014-03-28,1395936000000,https://static.cninfo.com.cn/finalpage/2014-03-28/63741084.PDF,188,SHZB,01010501||010113||01030110,gssh0600030
600030,中信证券,62287599,2012年年度报告摘要,2013-03-28,1364400000000,https://static.cninfo.com.cn/finalpage/2013-03-28/62287599.PDF,365,SHZB,01010501||010113||01030110,gssh0600030
600030,中信证券,62287598,2012年年度报告,2013-03-28,1364400000000,https://static.cninfo.com.cn/finalpage/2013-03-28/62287598.PDF,5127,SHZB,01010501||010113||01030101,gssh0600030
600030,中信证券,60762919,2011年年度报告摘要,2012-03-30,1333060200000,https://static.cninfo.com.cn/finalpage/2012-03-30/60762919.PDF,255,SHZB,01010501||010113||01030110,gssh0600030
